,bh_cagrs,bh_lens,sma_cagrs,sma_lens,sma_num_trades 
123,28.92659342445716,775,9.393690802489774,218,2
124,-12.158700610991602,243,-9.386758096087899,477,4
125,37.21048321681326,416,7.090119164414133,209,2
126,-5.946624517535404,437,4.485213381059006,898,4
127,45.35987725292334,205,4.374312693539606,6565,34
128,4.688939505009393,3238,9.515820220571868,873,6
129,9.086421534520683,11392,4.388994909410648,2664,12
130,17.460599692537105,1404,5.538690838731086,680,4
131,9.008772530545173,435,-3.3084108797054146,465,4
132,17.842437997155702,1373,44.27746133448236,1184,4
133,5.903693934148979,230,2.9391289387871833,1217,8
134,-20.30252578494367,1082,25.182463975809142,751,4
135,11.048377608768778,4028,5.470517299284849,4445,28
136,10.75705039315844,745,4.050732944097146,7457,38
137,7.991591405688725,3932,2.801474196100573,4357,26
138,9.707629268292294,1914,-3.2283224701166735,1424,10
139,8.106223900981346,1983,1.0051380961810796,1879,16
140,27.777504536031717,419,9.281339093541563,2838,20
141,31.487145559518858,405,9.824747264059507,1375,8
142,9.55283215965219,3459,-5.184876186190301,459,6
143,7.130273056661673,476,6.181942834190557,4544,26
144,-8.307997728296822,433,6.298548500173484,967,12
145,11.236752347458467,2017,1.9011550270578326,1110,6
146,-9.184875357216772,1535,9.948741186080422,2711,12
147,8.861779978155294,2442,1.3606308909334341,3598,22
148,7.858757721561349,4537,19.931632575492042,1023,6
149,10.363616520916663,2181,4.081010041837296,3358,14
150,11.912001907091717,5458,0.3668937091685587,203,2
151,6.2880856973319466,6386,12.60101102630189,1048,8
152,9.627456402904144,3360,-1.443566096830784,511,4
153,23.823308345831684,1002,6.891333845126524,487,4
154,8.648618695912358,2550,35.738289818919846,314,2
155,19.29536600778721,407,7.566157728016343,265,2
156,13.257533827743927,6844,-0.2882542135435262,623,6
157,6.794956068335556,1551,7.57645494453234,5019,24
158,33.4037760268197,707,6.1816464021724915,7523,32
159,9.445363860625267,6575,21.74536902691393,332,2
160,29.293207780868833,235,2.4546425290241203,418,6
161,15.279307839977175,1542,4.191316722826666,2438,12
162,4.1746341099279105,3731,20.641875763387652,983,4
163,7.026970787197229,1536,2.9812892347841125,324,2
164,14.678192443446925,2702,-3.3008400918264957,2475,22
165,6.68106423629955,861,4.725837093443785,7792,36
166,5.0325312016596735,599,3.5707866099588426,2186,10
167,16.150858848876084,921,4.532047205194267,6483,28
168,10.67766227606386,5755,4.6995650548114165,583,4
169,-8.933166674189808,3906,0.0,255,0
170,9.829802484053808,1080,4.815674112045243,8280,38
171,12.7292036842084,655,9.277023719967126,5665,30
172,-25.30390045868296,294,-5.488765609599666,1288,8
173,12.735171756731113,803,4.01076859801337,7288,36
174,16.297786689603868,989,9.031227755960437,1205,8
175,47.49098113762573,541,3.9355705618344228,2965,12
176,6.614340357866588,2170,11.208081241615275,1230,2
177,8.350245045176097,5997,4.960706652335967,1848,10
178,17.7546101873423,272,10.979402726825649,269,4
179,0.19698227998514728,635,14.130798547384927,982,4
180,5.5105063076900995,1204,10.107534342417734,270,2
181,31.348338051910506,446,-8.917126207919758,368,2
182,1.7996260225859873,2431,2.7170461278984925,2134,12
183,13.01701226705212,228,15.619788517740108,3268,10
184,12.528704940459479,998,15.970285816247198,802,4
185,14.037411159834612,1448,-2.669996636661076,769,6
186,21.84993618100435,203,-5.869033142855451,542,6
187,8.155417768401318,4895,-4.997521226331713,1211,8
188,8.365406409447251,4794,8.197370274564463,4036,20
189,17.148639396799183,829,2.72852923996465,391,4
190,5.066109900261551,1566,6.732511061936175,385,4
191,6.284412231032643,1643,4.317093175729636,5885,30
192,-3.793026235018526,713,-1.6910167158264322,1483,10
193,54.86088711444302,474,13.174472106787016,1278,6
194,26.309582691851354,2139,43.56090201220901,389,2
195,-0.43309732304748216,1153,3.159748810569729,5978,40
196,14.1090980064277,2992,10.441980399557526,5766,24
197,8.98894560118988,7809,6.156889897586182,2697,12
198,6.895678963420138,3095,0.7157321892952373,4320,36
199,-4.250441299289021,443,5.139939513724934,4417,26
